name,rate,votes,location,cuisines,approx_cost(for two people)
SS Hot Dum Briyani Point,,0,BTM,"Biryani, North Indian, South Indian",300
Zed Cafe,,0,BTM,"Kerala, South Indian, Desserts",350
RGS Ambur briyani,,0,BTM,"Biryani, Kebab",300
Salkara Malabar Kitchen,NEW,0,BTM,"South Indian, North Indian, Chinese",300
Delicious Mom's Kitchen,NEW,0,BTM,"Bengali, North Indian",200
Chorum Curryum,NEW,0,BTM,"Chinese, Kerala, South Indian",250
Crunch Pizzas,2.6/5,473,BTM,"Italian, Pizza",600
Green Mango Restaurant,,0,BTM,"Kerala, South Indian",300
Pakiza Dilli Darbar Restaurant,3.2/5,13,BTM,Biryani,300
Red Chilli,,0,BTM,"Chinese, Biryani",400
Sri Krishna Delight,,0,BTM,"North Indian, South Indian",250
Biryani Magic,3.5/5,31,BTM,"North Indian, Biryani",300
Sri Srinivas Park Hotel,NEW,0,BTM,"South Indian, Fast Food",300
2nd Home Restaurant,3.7/5,21,BTM,"South Indian, North Indian, Chinese",500
Naati Biriyani,3.1/5,4,BTM,"Kebab, Biryani",300
FoodNite,,0,BTM,"North Indian, Chinese, Fast Food",350
Royal's Biryani,,0,BTM,Biryani,300
The Cuboidal,3.6/5,16,BTM,"Fast Food, Beverages, Sandwich",300
Pan Asian,NEW,0,BTM,Chinese,500
Deepam Tiffins,,0,BTM,"South Indian, North Indian, Chinese",300
Joey's,3.7/5,43,BTM,"Chinese, Fast Food",300
Pout,4.0/5,40,BTM,Beverages,400
Chettinad Food House,3.1/5,7,BTM,"South Indian, Chettinad, North Indian",300
Kaaka T Cafe,3.5/5,6,BTM,Fast Food,400
Food Junction,3.5/5,42,BTM,"North Indian, Chinese, Street Food, Biryani",400
Boston Barista - Kappayum Curriyum,3.7/5,63,BTM,Kerala,350
Desi Wok,2.7/5,76,BTM,"North Indian, Chinese",500
Namana Garden,2.6/5,75,BTM,"North Indian, South Indian, Chinese, Street Food",400
Shaahi Mezbaan Restaurant,3.1/5,9,BTM,North Indian,350
Gelato Pazzo,3.8/5,47,BTM,Desserts,200
Hotel Meed Cafe,3.2/5,5,BTM,"North Indian, South Indian",250
Karavali Lunch Home,3.3/5,4,BTM,Kerala,200
Bruncherz,3.5/5,15,BTM,"North Indian, Chinese",200
What the Food,3.6/5,38,BTM,"North Indian, Chinese, Fast Food",250
Thani Nadan Food,,0,BTM,North Indian,300
Sri Udupi Sagar,3.5/5,12,BTM,South Indian,200
Around The Corner,3.6/5,22,BTM,"North Indian, Chinese, Fast Food",350
Falafel Bistro,,0,BTM,"Arabian, Asian, Chinese, Afghan",300
Biriyani Angadi,3.2/5,7,BTM,Biryani,200
Tandoor Hub & Golmaal Paratha,3.2/5,4,BTM,North Indian,450
Tummy Delight,3.5/5,15,BTM,North Indian,400
Singh Da Dhaba,3.3/5,5,BTM,North Indian,400
Strategic Timeout Cafe,,0,BTM,"Fast Food, Beverages",300
New Farm Fresh,3.6/5,34,BTM,"Italian, Pizza",650
Hot Burg,3.5/5,14,BTM,"Fast Food, Juices",300
Yummerica Fries,3.3/5,16,BTM,"Fast Food, Beverages",300
Amrutha Mess,3.4/5,5,BTM,Kerala,300
Ande Ka Funda,2.8/5,60,BTM,"North Indian, Fast Food, Rolls",250
Desi Adda,3.3/5,22,BTM,"North Indian, Chinese",300
Two States,3.4/5,5,BTM,"North Indian, South Indian, Chinese, Street Food",250
Sri Sapana Dhaba,3.3/5,9,BTM,North Indian,250
Dine in Restaurant,3.4/5,7,BTM,"South Indian, North Indian, Chinese",500
Sri Sharana Basaveshwara Khanavali,,0,BTM,South Indian,200
Adithya Family Restaurant,3.7/5,27,BTM,South Indian,250
Top Foam Parantha Roll & Juice Centre,3.5/5,13,BTM,"North Indian, Chinese, Fast Food, Rolls",300
Basawa Hotel,3.4/5,8,BTM,South Indian,250
Ambur Azad Darbar,3.2/5,6,BTM,"North Indian, Fast Food, Biryani",250
Ambur Biriyani Point,3.6/5,26,BTM,Biryani,150
Gobi Gate,3.2/5,8,BTM,Chinese,200
YummyyDoz,,0,BTM,"Beverages, Fast Food",200
Hello Dish Biriyani,,0,BTM,Biryani,200
The Uptown,,0,BTM,"Fast Food, Beverages",300
Fast N Food,,0,BTM,"Chinese, North Indian, Seafood",250
Shawarma Bae,3.3/5,8,BTM,"Beverages, Fast Food",200
Swad Now - The Biriyani Factory,,0,BTM,"North Indian, Biryani",400
Brew Cafe,3.2/5,4,BTM,Fast Food,300
Friend's Kitchen,3.5/5,10,BTM,"South Indian, Chinese",150
Chutneys Tiffin Center,,0,BTM,"South Indian, Andhra, Chinese",300
Five Star New Ambur Biryani,,0,BTM,"Biryani, North Indian, Kebab, Chinese",300
Bismillah Restaurant,,0,BTM,"Biryani, North Indian, South Indian",200
Chatori Zuban,,0,BTM,"North Indian, Fast Food",200
Cee Yem,,0,BTM,"South Indian, Kerala, North Indian",300
Chinese Corner,,0,BTM,Chinese,300
South Side,3.3/5,6,BTM,"South Indian, Beverages",250
Santhrupthi Halli Mane,,0,BTM,"North Indian, Chinese, South Indian",500
Coal Grill & Cafe,3.3/5,8,BTM,Arabian,300
Barkat,3.4/5,5,BTM,Kerala,250
Hyderabadi Biryani House,NEW,0,BTM,Biryani,300
Cafe Sulaimani,NEW,0,BTM,"Kerala, South Indian, Biryani",300
Eaternet,3.6/5,24,BTM,"North Indian, Chinese, Street Food",300
Sri Sai Restaurant,,0,BTM,"South Indian, Seafood",300
Tit Bits,,0,BTM,"North Indian, Fast Food",400
Desi Urbane,3.6/5,108,BTM,"North Indian, Chinese, Biryani",450
Rayalaseema Abhiruchulu,NEW,0,BTM,"North Indian, South Indian, Chinese",250
Shawarma Bite,NEW,0,BTM,Arabian,200
GR Foods,NEW,0,BTM,"Andhra, Biryani",350
Jordan Cafe,,0,BTM,"North Indian, Beverages",400
Ice N Spice,NEW,0,BTM,"Ice Cream, Beverages, Fast Food",300
Svadu Sweets,3.3/5,5,BTM,"Street Food, Mithai",150
C K Bake & Juice,3.1/5,10,BTM,"Juices, Street Food",150
The Grand Kitchen Restaurant,NEW,0,BTM,"North Indian, Chinese",400
Hotel Mirchi Red,3.0/5,32,BTM,"North Indian, Chinese",400
My Dabeli & My Pizza,3.4/5,5,BTM,"Pizza, Burger",400
New Shetty Lunch Bhavan,NEW,0,BTM,"South Indian, Mangalorean",300
Food And You,3.9/5,33,BTM,"North Indian, South Indian, Gujarati",350
RSS Donne Biryani,3.3/5,59,BTM,Biryani,300
Chettayees,3.4/5,147,BTM,"Kerala, North Indian, Chinese",400
Mongolian Kitchen,3.8/5,30,BTM,"Chinese, Mongolian",500
Dum Biryani Hub,3.9/5,64,BTM,Biryani,700
Pappu Chaiwalla,3.1/5,89,BTM,"North Indian, Momos, Rolls, Fast Food",350
New Punjabi Hotel,3.7/5,178,BTM,"North Indian, Chinese",400
Grill N Chill,3.1/5,17,BTM,"North Indian, Chinese",400
Bay Root,3.7/5,24,BTM,"North Indian, Arabian",400
Hunger2Eat,3.7/5,26,BTM,"Biryani, Fast Food, North Indian",400
Ande Ka Funda,3.5/5,27,BTM,North Indian,200
Marunadan Kada,3.3/5,6,BTM,"Kerala, Tea",250
Al-Marhaba Restaurant,NEW,0,BTM,"Arabian, Chinese, North Indian, Rolls, Momos",400
Paratha Junction,2.9/5,177,BTM,"North Indian, Chinese",300
Ambur Hot Dum Biryani,3.5/5,21,BTM,Biryani,200
SGS Non Veg - Gundu Pulav,3.6/5,41,BTM,"Biryani, Fast Food",400
Prawn Crunch,3.2/5,7,BTM,"Fast Food, Seafood",400
Masale Daan,,0,BTM,North Indian,350
Nammura Donne Biriyani,3.6/5,68,BTM,"Andhra, Biryani",300
Mahesh Friends Food Center,2.9/5,127,BTM,"Chinese, North Indian",300
Public Khana,3.5/5,17,BTM,"South Indian, North Indian",200
Sri Lakshmi Dhaba,2.9/5,257,BTM,North Indian,250
Rana Vada Pav,NEW,0,BTM,"Street Food, Fast Food",250
Tangerine - Davanam Sarovar Portico Suites,4.0/5,150,Koramangala 2nd Block,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese","1,100"
Fabindia Cafe,4.2/5,221,Koramangala 2nd Block,"Cafe, Street Food",200
The Yogisthaan Cafe,4.1/5,60,Koramangala 2nd Block,"Cafe, Healthy Food, Salad, Beverages",600
Gallop Bar - Davanam Sarovar Portico Suites,3.5/5,8,Koramangala 2nd Block,Finger Food,"1,600"
Pai's Kitchen,3.5/5,11,Koramangala 2nd Block,South Indian,200
Royal Lunch Home,,0,Koramangala 2nd Block,North Indian,150
Truffles,4.7/5,14654,Koramangala 5th Block,"Cafe, American, Burger, Steak",900
The Black Pearl,4.7/5,10413,Koramangala 5th Block,"North Indian, European, Mediterranean","1,400"
Koramangala Social,4.6/5,4650,Koramangala 7th Block,"American, North Indian, Chinese, Finger Food","1,500"
XOOX Brewmill,4.4/5,1533,Koramangala 5th Block,"Modern Indian, European, Asian","2,000"
Gilly's Restobar,4.5/5,3902,Koramangala 5th Block,"Finger Food, Continental, North Indian","1,000"
Bombay Adda,4.5/5,2225,Koramangala 7th Block,Modern Indian,"1,100"
Buff Buffet Buff,4.5/5,3125,Koramangala 5th Block,"North Indian, Chinese, Continental, Thai, Salad","1,500"
Levitate Brewery and Kitchen,NEW,0,JP Nagar,"Finger Food, North Indian, Continental","1,500"
Biergarten,NEW,0,Koramangala 5th Block,"Continental, North Indian, Chinese, European, BBQ, Finger Food, Asian","2,100"
Boho,4.2/5,1721,Koramangala 5th Block,"Continental, Asian, American, North Indian, Desserts","1,200"
Deja Vu Resto Bar,4.4/5,2493,Bannerghatta Road,"North Indian, Italian",900
Barbeque Nation,4.7/5,3852,JP Nagar,"North Indian, European, Mediterranean, BBQ, Kebab","1,600"
Sultans of Spice,4.5/5,3458,Koramangala 5th Block,"North Indian, Mughlai, Salad","1,300"
The Reservoire,4.5/5,2540,Koramangala 5th Block,"Continental, North Indian, Chinese, American, Pizza, Finger Food","1,300"
Indigo XP,4.3/5,2349,Koramangala 5th Block,"Finger Food, Continental, Asian, North Indian","1,400"
Dyu Art Cafe,4.5/5,3826,Koramangala 5th Block,"Cafe, Italian, Fast Food",800
Brooks and Bonds Brewery,4.4/5,3870,Koramangala 5th Block,"Continental, Mediterranean, North Indian, Chinese, Finger Food","1,600"
Fenny's Lounge And Kitchen,4.5/5,6348,Koramangala 7th Block,"Mediterranean, Pizza, Continental, Seafood, Salad","1,600"
Sharief Bhai,4.3/5,1520,Koramangala 5th Block,"Mughlai, Biryani",700
Asia Kitchen By Mainland China,4.9/5,2178,Koramangala 5th Block,"Asian, Chinese, Thai, Momos","1,500"
Ulavacharu,NEW,0,Koramangala 5th Block,"Andhra, North Indian, Chinese",900
Brewsky,4.4/5,4315,JP Nagar,"Continental, American","1,600"
ECHOES Koramangala,4.7/5,3197,Koramangala 5th Block,"Chinese, American, Continental, Italian, North Indian",750
Bonsouth,4.2/5,2616,Koramangala 5th Block,"Chettinad, Andhra, Kerala","1,300"
Chianti,4.7/5,4845,Koramangala 5th Block,Italian,"1,500"
Village - The Soul of India,4.1/5,2456,JP Nagar,"Rajasthani, Gujarati, North Indian, South Indian","1,000"
House Of Commons,4.8/5,4390,Koramangala 5th Block,"Continental, Asian, North Indian","1,000"
Hunger Camp,4.6/5,319,JP Nagar,"North Indian, South Indian, Chinese, Seafood","1,300"
Punjab Bistro,4.4/5,455,Koramangala 7th Block,North Indian,"1,500"
Drava,4.4/5,110,Koramangala 5th Block,"Pizza, Continental, North Indian, Asian","1,500"
The Terrace at Gilly's Redefined,4.6/5,866,Koramangala 4th Block,"Continental, Finger Food, Asian, North Indian","1,400"
The Boozy Griffin,4.6/5,4947,Koramangala 5th Block,"European, Continental","1,800"
Gramin,4.3/5,3447,Koramangala 7th Block,North Indian,600
Simon Says Brew Works,4.5/5,1932,Koramangala 5th Block,"Continental, American, Italian, Modern Indian, Pizza, Burger","1,400"
Om Made Cafe,4.0/5,2729,Koramangala 5th Block,"Cafe, Continental, European, Juices","1,300"
Meghana Foods,4.4/5,7210,Koramangala 5th Block,"Biryani, Seafood, Andhra, North Indian",600
Kesariya,4.2/5,1214,JP Nagar,Rajasthani,"1,200"
Three Dots & A Dash,4.3/5,1201,JP Nagar,"European, Continental","1,500"
Tim Tai,4.4/5,3667,Koramangala 5th Block,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese","1,400"
Myu Bar at Gilly's Redefined,4.4/5,1213,Koramangala 4th Block,"American, North Indian, Pizza, Finger Food, Continental, Italian","1,200"
55 Wall Street,3.9/5,1771,JP Nagar,"Finger Food, North Indian, Chinese","1,300"
Toscano,4.5/5,710,Koramangala 7th Block,"Italian, Salad","1,500"
By The Blue - Grand Mercure,4.1/5,782,Koramangala 3rd Block,"North Indian, Mughlai","1,500"
Le Arabia,NEW,0,JP Nagar,"North Indian, Mughlai",600
Kobe Sizzlers,4.1/5,1786,Koramangala 5th Block,"American, Continental, Fast Food, Steak","1,000"
Public - The Rooftop Bar And Kitchen,4.3/5,956,Bannerghatta Road,"North Indian, South Indian, Andhra, Chinese","1,000"
Happy Brew,4.0/5,2151,Koramangala 5th Block,"Continental, American, Chinese, BBQ, Salad","1,000"
Sixth Avenue Cafe And Patisserie,4.4/5,159,Koramangala 5th Block,"Cafe, Italian, Desserts",600
Al-Bek,3.9/5,682,Jayanagar,"North Indian, Mughlai, Chinese, Seafood",650
Big Wong XL,4.5/5,678,Koramangala 5th Block,"Chinese, Sushi, Asian, Thai","1,400"
Nagarjuna,4.3/5,2296,Koramangala 5th Block,"Andhra, North Indian, Biryani",800
Crawl Street,4.3/5,2563,Koramangala 5th Block,"Continental, Finger Food, North Indian, Chinese","1,200"
Shanmukha,4.4/5,1944,Jayanagar,"Biryani, Andhra, North Indian, Chinese",800
Eshanya,4.1/5,1078,Jayanagar,"North Indian, Chinese","1,000"
Bob's Bar,NEW,0,Koramangala 7th Block,"South Indian, Finger Food","1,000"
China Pearl,4.4/5,1851,Koramangala 6th Block,Chinese,"1,100"
Salt - Indian Restaurant Bar & Grill,4.4/5,677,Koramangala 7th Block,"North Indian, Mughlai, Biryani","1,500"
Kopper Kadai,4.1/5,1697,Koramangala 5th Block,"North Indian, Chinese","1,200"
Harry's Bar + Cafe,4.2/5,1365,Koramangala 7th Block,"Asian, American, Mexican","1,400"
Kritunga Restaurant,3.8/5,1159,Koramangala 5th Block,"Andhra, Biryani, North Indian, Chinese",650
Wok Paper Scissors,4.3/5,1587,Koramangala 5th Block,"Asian, Malaysian, Chinese, Thai, Momos",550
Oye Amritsar,4.0/5,1851,Koramangala 6th Block,North Indian,600
Hunan,4.3/5,2241,Koramangala 5th Block,"Chinese, Thai, Momos","1,100"
Two Friends Cauldron,4.1/5,454,JP Nagar,"Continental, Italian, American",700
Beer Adda,4.2/5,541,Koramangala 5th Block,"North Indian, Chinese, Pizza","1,000"
Hungry Hippie,4.3/5,1463,Koramangala 5th Block,"Cafe, Continental, Italian, Burger",800
Karavali Grand,3.7/5,26,Koramangala 5th Block,"Mangalorean, Seafood, North Indian, Chinese",600
Aasife & Brothers Biriyani Centre,3.8/5,120,HSR,"Biryani, North Indian, South Indian, Chinese",600
Dice N Dine,4.3/5,1800,Koramangala 5th Block,"Continental, Cafe, Italian, Fast Food, Steak",900
Empire Restaurant,4.1/5,6875,Koramangala 5th Block,"North Indian, Mughlai, South Indian, Chinese",750
Royal Treat,4.1/5,435,Koramangala 5th Block,"North Indian, Chinese, Biryani",500
Fava Bistro,4.4/5,383,Koramangala 5th Block,"Mediterranean, Pizza, Italian, Beverages","1,500"
Nuts Over Salads Cafe,4.4/5,197,Koramangala 5th Block,"Cafe, Salad",800
Chinita Real Mexican Food,4.5/5,729,Koramangala 5th Block,Mexican,"1,200"
Moghul Durbar Restaurant,4.0/5,335,Jayanagar,"North Indian, BBQ, Kebab, Rolls",550
YORK St.,4.4/5,939,Koramangala 5th Block,"Cafe, European, Continental",900
Nourich,NEW,0,JP Nagar,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",800
Roundup Cafe,4.2/5,468,Koramangala 5th Block,"Cafe, Continental, Beverages",800
Lot Like Crepes,4.7/5,1022,Koramangala 7th Block,"Cafe, Desserts, Continental",550
The Flying Trapeze,NEW,0,Koramangala 5th Block,"North Indian, Continental, Chinese","1,500"
Crumb Together,4.1/5,587,JP Nagar,"Continental, Finger Food, North Indian, Chinese","1,200"
Enerjuvate Studio & Cafe,4.4/5,464,Koramangala 4th Block,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800
Checkpost,4.1/5,956,JP Nagar,"South Indian, Seafood, North Indian, Beverages",600
Market Table,4.5/5,546,Koramangala 5th Block,"Cafe, Continental, Mediterranean, Beverages",900
Baba Chatkora,NEW,0,JP Nagar,North Indian,"1,000"
Bamey's Restro Cafe,4.2/5,532,Koramangala 5th Block,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos",600
Noodle Panda,4.3/5,336,Koramangala 5th Block,"Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos",800
Karama Restaurant,4.1/5,1555,Koramangala 5th Block,"Arabian, North Indian, Beverages",750
Cafe Graffiters,3.8/5,22,Koramangala 5th Block,"Cafe, Continental, Beverages",600
Anjappar,3.9/5,1155,Koramangala 4th Block,"Chettinad, South Indian",650
Mayur,3.7/5,20,Hosur Road,"North Indian, South Indian, Chinese",500
What's In A Name,4.1/5,1774,Koramangala 5th Block,"Finger Food, Asian, European, Italian","1,200"
Nandhana Palace,4.1/5,770,Koramangala 4th Block,"Andhra, Biryani, North Indian, Chinese",800
Tandoor And Spice,4.0/5,181,JP Nagar,"North Indian, Chinese, Biryani, Hyderabadi",550
Sathya's,4.1/5,759,Koramangala 3rd Block,"North Indian, Chinese","1,200"
Galito's,4.6/5,406,Bannerghatta Road,"African, Burger","1,000"
Mr. Beans - Home Cafe,4.2/5,2709,Koramangala 3rd Block,"Cafe, Continental, Italian","1,000"
154 Breakfast Club,4.0/5,1509,Koramangala 3rd Block,"Cafe, Continental",900
Tunday Kababi,3.9/5,1138,Koramangala 5th Block,"North Indian, Kebab",500
Bottle Breacher,4.2/5,1192,JP Nagar,"Italian, Continental","1,200"
Hyderabad Biryaani House,4.1/5,1112,Koramangala 5th Block,"Biryani, North Indian, Chinese, Hyderabadi",750
Rajdhani Thali Restaurant,4.0/5,792,Koramangala 7th Block,North Indian,900
Tibetan Mother's Kitchen,4.0/5,957,Koramangala 7th Block,"Tibetan, Chinese, Momos",500
Chung Wah,4.0/5,313,Koramangala 5th Block,"Chinese, Thai, Momos, Vietnamese",800
Naati Manae,3.9/5,484,Koramangala 5th Block,"North Indian, South Indian, Chinese, Biryani",700
Eagles Pizza,3.6/5,14,Koramangala 7th Block,"Pizza, Italian",400
Zero Mile Punjab,4.1/5,1336,HSR,"North Indian, Mughlai",800
The Himalayan,4.4/5,320,Koramangala 5th Block,Korean,"1,200"
Cafe D'hide,4.2/5,869,Koramangala 5th Block,"Cafe, American, Continental, Italian",600
Krazy Factory,4.0/5,431,Koramangala 5th Block,"Cafe, Continental, Chinese",
Cafe Medley,4.2/5,1059,Koramangala 5th Block,"Cafe, Continental, Burger",800
Indian Coffee House & Restaurant,4.1/5,674,Koramangala 5th Block,"South Indian, North Indian, Chinese",650
BEIR,NEW,0,Bannerghatta Road,"Mexican, American",800
1722 Urban Bistro,4.1/5,218,Koramangala 5th Block,"North Indian, Chinese, Fast Food, Biryani",600
Andhra Ruchulu,4.2/5,1430,JP Nagar,"Andhra, North Indian",800
Mani's Dum Biryani,3.9/5,778,Koramangala 5th Block,"Biryani, Kebab",750
Peace Restaurant,3.8/5,658,Koramangala 5th Block,"Chinese, Tibetan",500
Fresh Pressery Cafe,4.1/5,137,Koramangala 5th Block,"Cafe, Healthy Food, Salad, Beverages, Desserts","1,200"
The Vacationer's Cafe,4.1/5,306,Koramangala 7th Block,"Cafe, Continental, Mexican",600
Nellore Ruchulu,3.7/5,31,Bannerghatta Road,"North Indian, South Indian, Chinese",800
Tilt Gastro Lounge,4.1/5,1235,Koramangala 5th Block,"Continental, American, North Indian, Chinese","1,500"
Dande's Hyderabad Biryani,3.8/5,208,Bannerghatta Road,"Biryani, Andhra, North Indian",700
Bistro Oui,4.1/5,400,Koramangala 5th Block,"Cafe, Continental, Salad, Steak","1,200"
Coastal Mama,4.1/5,466,JP Nagar,"Konkan, Mangalorean, North Indian, Seafood",700
Zingron,4.0/5,510,Koramangala 7th Block,"Chinese, Naga",750
52 Wall Street,3.9/5,737,Koramangala 6th Block,"American, Continental, Finger Food","1,400"
Bulls N Bears - Bar Trade Xchange,3.9/5,144,Koramangala 5th Block,"Finger Food, North Indian, Continental, Pizza","1,000"
Zhang's - Chinese Restaurant,4.1/5,588,JP Nagar,"Chinese, Momos",700
Smally's Resto Cafe,4.2/5,1692,Koramangala 5th Block,"Cafe, Italian, Burger, American, Steak",650
Johnny Fox,3.9/5,66,Hosur Road,"North Indian, Chinese","1,500"
The Yellow Tuk-Tuk Cafe,3.6/5,16,Koramangala 5th Block,"Cafe, Continental, Beverages",500
The Egg Factory,4.0/5,1308,JP Nagar,"Continental, American",750
Caffe Pascucci,4.0/5,790,JP Nagar,"Continental, Italian, Beverages","1,300"
Watson's,4.0/5,1014,JP Nagar,"Finger Food, Chinese, Continental","1,300"
Desipun,4.2/5,344,Koramangala 5th Block,North Indian,500
Punjabi Times,4.1/5,1027,Bannerghatta Road,North Indian,"1,000"
D View Cafe,4.0/5,508,JP Nagar,"Cafe, Italian, Chinese, Beverages","1,000"
Little Lucknow,4.0/5,235,Koramangala 5th Block,"Mughlai, North Indian",800
Baba Da Dhaba,4.1/5,446,Koramangala 7th Block,North Indian,650
Sutra Spice-The Resto Bar,3.9/5,31,Koramangala 4th Block,"South Indian, Andhra","1,000"
Crafted Plate,4.2/5,239,JP Nagar,"Cafe, Asian, Burger, Continental, Italian, Salad",600
Smoke - The Sizzler House,4.0/5,1382,Koramangala 7th Block,"Continental, Chinese, Thai, Italian, BBQ, Steak","1,100"
Kundana,3.7/5,111,Bannerghatta Road,"Andhra, Biryani",800
Onesta,4.4/5,4386,JP Nagar,"Pizza, Cafe, Italian",600
Chai Galli,4.3/5,480,Koramangala 5th Block,"Cafe, Tea, Street Food",450
Sukh Sagar,3.8/5,473,Koramangala 5th Block,"South Indian, North Indian, Chinese, Street Food",500
JukeBox,3.9/5,281,Koramangala 7th Block,"Continental, Parsi, Chinese, North Indian, Italian, Steak","1,000"
Barbeque Delight,3.7/5,65,Koramangala 5th Block,"Arabian, Kerala, North Indian, Chinese, BBQ",800
Sherlock's Pub,3.9/5,579,Koramangala 5th Block,"Continental, North Indian, Chinese","1,300"
Popsies,3.9/5,823,Koramangala 5th Block,"Chinese, Momos",550
Parkview,4.0/5,130,JP Nagar,"South Indian, North Indian, Chinese",300
Chicken County Grand,3.9/5,320,Bannerghatta Road,"North Indian, Chinese",650
Starbucks,4.2/5,386,JP Nagar,"Cafe, Desserts",700
California Burrito,4.1/5,1223,Koramangala 5th Block,"Mexican, Fast Food",400
Tata Cha,3.7/5,31,Koramangala 7th Block,"Cafe, Tea, North Indian",500
Thalassery Restaurant,NEW,0,Bannerghatta Road,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",600
Stoner,4.5/5,2594,Koramangala 5th Block,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500
Meenu Oota Da Maane,4.2/5,293,Koramangala 5th Block,"Seafood, Mangalorean, Chinese",800
Over The Top Terrace Lounge,3.9/5,1388,Koramangala 5th Block,"Continental, North Indian","1,400"
Bangaliana,3.9/5,452,Koramangala 7th Block,Bengali,600
Abhiruchi Hotel,3.2/5,12,Bommanahalli,"North Indian, South Indian, Chinese",500
Ilyazsab Shawarma Cafe,NEW,0,Jayanagar,"Fast Food, Rolls",300
Khawa Karpo,4.3/5,988,Koramangala 5th Block,"Chinese, Tibetan, Momos",350
7 Plates,3.7/5,259,Koramangala 5th Block,"Mughlai, Fast Food",750
Aalishan Restaurant & Caterer,3.5/5,888,Koramangala 7th Block,"North Indian, Mughlai",650
Biriyani Mane,3.7/5,158,Jayanagar,"Biryani, Chinese, North Indian",700
Seasons,3.8/5,500,Bannerghatta Road,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",
Willys Top Cafe,4.0/5,310,Jayanagar,"Cafe, Continental, Asian",750
Momo Blues,NEW,0,Koramangala 5th Block,"Chinese, Momos, Nepalese, Tibetan",200
Tandoor Hut,4.1/5,1003,Koramangala 5th Block,"North Indian, Mughlai, Chinese, Rolls",700
Azimmo Treat,3.8/5,41,HSR,"North Indian, Chinese",700
Taj Durbar,3.8/5,83,Jayanagar,"North Indian, BBQ",400
Lounge 189,3.8/5,157,HSR,"Continental, Italian","1,300"
Vitamin Palace,4.1/5,172,Koramangala 7th Block,"Cafe, Beverages, Healthy Food, Juices",650
Curry Leaves,3.8/5,232,Jayanagar,"Andhra, North Indian, Chinese",600
Axomi - Taste of Assam,4.0/5,610,Koramangala 7th Block,Assamese,500
Rajanna Military Hotel,4.1/5,164,Jayanagar,"Biryani, Fast Food",400
Khatta Meetha Teekha,4.2/5,189,Koramangala 6th Block,"Street Food, North Indian, Mithai, Chinese, Beverages",300
Mavalli Tiffin Room (MTR),4.1/5,873,JP Nagar,South Indian,300
Lazeez,3.2/5,908,Koramangala 5th Block,"North Indian, Mughlai, Biryani",600
Saara's Cafe - SS Lumina Hotel,4.2/5,117,Koramangala 7th Block,"North Indian, South Indian, Chinese, Arabian",800
Tenzin Kitchen,4.2/5,522,Koramangala 7th Block,"Tibetan, Chinese, Momos",450
